itms_id,nazov_vyzvy,op_nazov,projekt_id,akronym,nazov,popis_projektu,suma_zazmluvnena,cislo_zmluvy,ekosystem_stav,datum_zaciatku_realizacie,datum_konca_realizacie,dlzka_celkova_projektu,prijimatel_nazov,zameranie_projektu,sk_nuts,muns,main_aim,partial_aim,zona
757,Výzva zameraná na výstavbu a rekonštrukciu MŠ -OPLZ-PO6-SC612-2016-1a,Európsky fond regionálneho rozvoja,800,,Materská škola Mníšek nad Hnilcom,"<div><div>Hlavn&yacute;m cieľom projektu je vytvorenie podmienok pre adekv&aacute;tnu pred&scaron;kolsk&uacute; pr&iacute;pravu pre deti v&nbsp;obci Mn&iacute;&scaron;ek nad Hnilcom a&nbsp;jej bl&iacute;zkom okol&iacute;. V&yacute;razn&yacute;m roz&scaron;&iacute;ren&iacute;m kapacity pred&scaron;kolsk&eacute;ho zariadenia sa vytvor&iacute; predpoklad pre kvalitn&uacute; pr&iacute;pravu pre zvl&aacute;dnutie z&aacute;kladn&eacute;ho vzdelania a&nbsp;n&aacute;sledne pre zvl&aacute;dnutie ďal&scaron;&iacute;ch stupňov vzdelania, pr&iacute;padne vyučenia sa a&nbsp;n&aacute;sledne uplatnenia sa na trhu pr&aacute;ce. Takto sa vytvoria možnosti a predpoklady soci&aacute;lneho a&nbsp;spoločensk&eacute;ho začlenenia sa pr&iacute;slu&scaron;n&iacute;kov MRK a&nbsp;taktiež vyrovn&aacute;vanie spoločensk&yacute;ch a&nbsp;ekonomick&yacute;ch rozdielov rozdielov medzi majoritnou a&nbsp;minoritnou časťou obyvateľstva. &Scaron;pecifick&yacute;m cieľom projektu je zlep&scaron;enie technickej vybavenosti obce v oblasti &scaron;kolskej infra&scaron;trukt&uacute;ry.&nbsp; Tieto ciele s&uacute; v&nbsp;priamom s&uacute;lade s&nbsp;glob&aacute;lnym cieľom Operačn&eacute;ho programu Ľudsk&eacute; zdroje <i>&bdquo;Podporiť rozvoj ľudsk&yacute;ch zdrojov, celoživotn&eacute;ho učenia a ich plnohodnotn&eacute;ho začlenenia sa na trh pr&aacute;ce na zlep&scaron;enie ich soci&aacute;lnej situ&aacute;cie&ldquo;</i> a&nbsp;taktiež v&nbsp;s&uacute;lade so &scaron;pecifick&yacute;m cieľom <i>6.1.2 &bdquo;Zlep&scaron;iť pr&iacute;stup ku kvalitn&eacute;mu vzdel&aacute;vaniu vr&aacute;tane vzdel&aacute;vania a&nbsp;starostlivosti v ranom detstve&ldquo; </i>Prioritnej osi 6 &ldquo;<i>Technick&aacute; vybavenosť v obciach s pr&iacute;tomnosťou MRK&rdquo;</i>.</div><div>Hlavn&aacute; aktivita projektu - 1.1. V&yacute;stavba novej budovy materskej &scaron;koly / elokovan&eacute;ho pracoviska za &uacute;čelom zriadenia materskej &scaron;koly/ elokovan&eacute;ho pracoviska zabezpeč&iacute; nav&yacute;&scaron;enie kapacity s&uacute;časnej M&Scaron; o&nbsp;92 det&iacute;.</div><div>V&nbsp;s&uacute;časnej dobe obec nedisponuje potrebnou kapacitou pre uspokojenie v&scaron;etk&yacute;ch rodičov o&nbsp;umiestnenie det&iacute; v&nbsp;pred&scaron;kolskom zariaden&iacute;. Zabezpečen&iacute;m požadovanej kapacity a&nbsp;skvalitnen&iacute;m v&yacute;chovno- vzdel&aacute;vacieho procesu s&nbsp;využit&iacute;m modern&yacute;ch prvkov inkluz&iacute;vneho vzdel&aacute;vania sa tento nedostatok odstr&aacute;ni.&nbsp; &nbsp;</div></div>",616400,ZM_SEP-IMRK-2017-000809,vrealizacii,01/06/2016 00:00,01/02/2022 00:00,69,Obec Mníšek nad Hnilcom,Dopytovo-orientovaný projekt,{SK0421543365},"{Mníšek nad Hnilcom""}""",školstvo,infraštruktúra materských škôlok,Nárazníková zóna OOCR
896,Výzva na predkladanie žiadostí o poskytnutie nenávratného finančného príspevku zameraná na podporu inovácií a technologického transferu,Európsky fond regionálneho rozvoja,893,JANEX,Zmena výrobného procesu Píly JANEX,"<div>V r&aacute;mci projektu bude nak&uacute;pen&eacute; jedno zariadenie - Dvojhriadeľov&aacute; hranolovacia p&iacute;la. M&aacute;ria Smolenov&aacute; začala podnikať ako Fyzick&aacute; osoba 9.4.1992, od 13.9.2005 bola činnosť roz&scaron;&iacute;ren&aacute; na služby v lesn&iacute;ctve v rozsahu voľn&yacute;ch živnost&iacute;, ťažbu a približovanie dreva. Dňa 9.1.2008 bola živnosť roz&scaron;&iacute;ren&aacute; na činnosť, na ktor&uacute; žiadame nen&aacute;vratn&yacute; finančn&yacute; pr&iacute;spevok: Opracovanie drevnej hmoty a v&yacute;roba komponentov z dreva. N&aacute;kupom zariadenia sa vyrie&scaron;i zavedenie nov&eacute;ho v&yacute;znamne lep&scaron;ieho v&yacute;robn&eacute;ho postupu a realiz&aacute;cia podstatnej zmeny (zlep&scaron;enia) existuj&uacute;ceho v&yacute;robn&eacute;ho postupu. Nov&eacute; hranolovacie p&iacute;ly s&uacute; oveľa efekt&iacute;vnej&scaron;ie a obsluha fyzicky menej n&aacute;ročn&aacute;, ako doposiaľ použ&iacute;van&eacute; zastaral&eacute; mechanizmy. V&yacute;kon modernej linky v jednosmennej 8 hodinovej prev&aacute;dzke sa zvy&scaron;uje z doteraj&scaron;&iacute;ch cca 30 m3 na trojn&aacute;sobok a to 90 m3, s ročn&yacute;m predpokladom 21 600 m3. V&yacute;rezy nov&yacute;ch strojov s&uacute; d&aacute;vkovan&eacute; na vstupn&yacute; centrovac&iacute; dopravn&iacute;k pred hranolovacou p&iacute;lou. kde obsluha pripravuje guľatinu pomocou otočn&yacute;ch segmentov, v&yacute;rez sa spust&iacute; na reťaz a vlož&iacute; do hranolovacej p&iacute;ly. Vstupn&yacute; dopravn&iacute;k je vybaven&yacute; horn&yacute;mi a bočn&yacute;mi pr&iacute;tlačn&yacute;mi valcami. Cel&aacute; doba rezu je prev&aacute;dzan&aacute; automaticky, č&iacute;m sa značne znižuje fyzick&eacute; zaťaženie obsluhuj&uacute;ceho person&aacute;lu. Pre umiestnenie novej hranolovacej p&iacute;ly nie s&uacute; potrebn&eacute; ďal&scaron;ie n&aacute;klady na prestavbu haly.</div>",185201,VaI/DP/2016/1.2.2-02/C371,ukoncene,01/05/2018 00:00,01/08/2018 00:00,4,Mária Smolenová,Dopytovo-orientovaný projekt,{SK042A526592},{Hrabušice},rozvoj hospodárstva,transfer inovácií a technológií,Územie OOCR
930,Výzva na predkladanie žiadostí o poskytnutie nenávratného finančného príspevku zameraná na podporu inovácií a technologického transferu,Európsky fond regionálneho rozvoja,928,SmartNet,Rozšírenie siete referenčných staníc pre SmartNet,"<div>Cieľom projektu je roz&scaron;&iacute;renie referenčn&yacute;ch a monitorovac&iacute;ch stan&iacute;c pre SmartNet a moderniz&aacute;cia celej siete s moderniz&aacute;ciou poskytovania jej služieb. V r&aacute;mci projektu budeme robiť procesn&uacute; aj produktov&uacute; inov&aacute;cu, č&iacute;m projekt zrealizuje nasledujpce pr&iacute;nosy:&nbsp;</div><div>- roz&scaron;&iacute;renie siete</div><div>- zlep&scaron;enie kvality poskytovania služeb</div><div>- zv&yacute;&scaron;enie pokrytia</div><div>- zv&yacute;&scaron;enie presnosti poskytovania lok&aacute;cie</div><div>&nbsp;</div><div><b>Aktivitou projektu je: A1 Ostatn&eacute; inovačn&eacute; opatrenia</b></div><div>Do merateľn&yacute;ch ukazovateľov je prenesen&aacute; na&scaron;a spoločnosť, ktor&aacute; je potenci&aacute;lnym prij&iacute;mateľom grantu, inovovan&yacute; proces a inovovan&yacute; produkt.&nbsp;</div>",445800,VaI/DP/2016/1.2.2-02/C576,ukoncene,01/11/2017 00:00,01/11/2018 00:00,13,GEOTECH Bratislava s. r. o.,Dopytovo-orientovaný projekt,{SK042A526355},"{Spišská Nová Ves""}""",rozvoj hospodárstva,transfer inovácií a technológií,Územie OOCR
1031,Výzva na predkladanie žiadostí o nenávratný finančný príspevok na podporu Priemyselných výskumno-vývojových centier v oblastiach špecializácie RIS3 SK,Európsky fond regionálneho rozvoja,1020,,"Priemyselné výskumno-vývojové centrum pokročilých metód sanácie pôd, vôd a technogénnych sedimentov kontaminovaných vybranými potenciálne toxickými prvkami","<div>Projekt je zameran&yacute; na v&yacute;skum distrib&uacute;cie a spr&aacute;vania sa vybran&yacute;ch prvkov v&nbsp;pr&iacute;rodnom aj antropog&eacute;nnom prostred&iacute; a&nbsp;z&aacute;roveň na v&yacute;skum r&ocirc;znych pr&iacute;rodn&yacute;ch, syntetick&yacute;ch a odpadov&yacute;ch materi&aacute;lov, vr&aacute;tane nanomateri&aacute;lov schopn&yacute;ch zachyt&aacute;vať a&nbsp;imobilizovať potenci&aacute;lne toxick&eacute; prvky. V&yacute;skum prever&iacute; tiež možnosti využitia mikroorganizov v sanačn&yacute;ch technol&oacute;gi&aacute;ch. V&yacute;sledky projektu smeruj&uacute; k&nbsp;v&yacute;voju technol&oacute;gi&iacute;/ postupov, ktor&eacute; prispej&uacute; formou odstr&aacute;nenia alebo zn&iacute;ženia kontamin&aacute;cie k&nbsp;zlep&scaron;eniu životn&eacute;ho prostredia na &scaron;tudovan&yacute;ch lokalit&aacute;ch situovan&yacute;ch v Banskobystrickom, Žilinskom, Ko&scaron;ickom a Trenčianskom kraji. Využit&iacute;m pr&iacute;rodn&yacute;ch sorbentov a odpadov&yacute;ch materi&aacute;lov pri n&aacute;vrhoch sanačn&yacute;ch technol&oacute;gi&iacute;, sa očak&aacute;va ich zhodnocovanie a vytvorenie modern&yacute;ch inovat&iacute;vnych technol&oacute;gi&iacute; &scaron;etrn&yacute;ch k&nbsp;životn&eacute;mu prostrediu.V&yacute;skum vych&aacute;dza z&nbsp;predpokladu zv&yacute;&scaron;enia &uacute;činnosti sanačn&yacute;ch postupov použit&iacute;m pokročil&yacute;ch sanačn&yacute;ch met&oacute;d ako aj rie&scaron;en&iacute;m sekund&aacute;rne vznikaj&uacute;cich produktov sanačnej technol&oacute;gie. Naplnenie t&yacute;chto predpokladov by malo viesť k dlhodobej udržateľnosti prev&aacute;dzky syst&eacute;mu a&nbsp;k&nbsp;v&yacute;razn&eacute;mu zlep&scaron;eniu existuj&uacute;cich postupov. Merateľ&eacute; ukazovatele smeruj&uacute; k regstr&aacute;cii pr&aacute;v du&scaron;evn&eacute;ho vlastn&iacute;ctva, publikačnej činnosti&nbsp; a podpore nov&yacute;ch v&yacute;skumn&yacute;ch pracovn&iacute;kov.</div>",5165181.73,017/2017/1.2.1/OPVaI/DP,ukoncene,01/08/2017 00:00,01/10/2022 00:00,63,HES - COMGEO spol. s r.o.,Dopytovo-orientovaný projekt,{SK042A526355},"{Spišská Nová Ves""}""",veda a výskum,infraštruktúra výskumných centier,Územie OOCR
1066,Výzva na predkladanie žiadostí o poskytnutie nenávratného finančného príspevku zameraná na podporu inovácií a technologického transferu,Európsky fond regionálneho rozvoja,1051,,Zavedenie ekologických produktov s použitím obalov z biopolymérov,"<div><p><font color=#000000"" face=""Calibri"" size=""3"">Hlavn&yacute;m cieľom projektu je Inov&aacute;cia produktu prostredn&iacute;ctvom zavedenia &uacute;plne nov&yacute;ch produktov v&nbsp;spoločnosti Herba Drug Trade s.r.o. - &nbsp;obaly z&nbsp;biopolym&eacute;rov. Projekt bude realizovan&yacute; v&nbsp;2 prev&aacute;dzkach žiadateľa &ndash; Topoľčany (okres Topoľčany)&nbsp;a Smižany (okres Spi&scaron;sk&aacute; Nov&aacute; Ves). &Scaron;pecifick&yacute;mi cieľmi projektu s&uacute;: inovovať produkty, zaviesť modern&uacute; technol&oacute;giu v&yacute;roby, a&nbsp;t&yacute;m zv&yacute;&scaron;iť konkurencieschopnosť spoločnosti, prijať 2 nov&yacute;ch zamestnancov,inov&aacute;ciou produktu zv&yacute;&scaron;iť tržby. &Scaron;pecifick&eacute; ciele s&uacute; plne v&nbsp;s&uacute;lade s&nbsp;hlavn&yacute;m cieľom. Hlavnou aktivitou projektu je Ostatn&eacute; inovačn&eacute; aktivity. Bude realizovan&aacute; pomocou 2 podaktiv&iacute;t: 1. V&yacute;roba obalov,&nbsp;2. Aplik&aacute;cie folie a&nbsp;etikiet na ovaly. Realiz&aacute;ciou hlavnej aktivity bud&uacute; naplnen&eacute; zvolen&eacute; merateľn&eacute; ukazovatele: &bdquo;Počet produktov, ktor&eacute; s&uacute; pre firmu nov&eacute;&ndash;1&ldquo;, &bdquo;N&aacute;rast zamestnanosti v&nbsp;podporovan&yacute;ch podnikoch&ndash;2&ldquo; a &bdquo;Počet podnikov, ktor&eacute; dost&aacute;vaj&uacute; podporu s cieľom predstaviť v&yacute;robky, ktor&eacute; s&uacute; pre firmu nov&eacute;-1&ldquo;.&nbsp; Inovovan&eacute; produkty, ktor&eacute; s&uacute; v&yacute;sledkom realiz&aacute;cie projektu maj&uacute;&nbsp;&scaron;irok&eacute; využitie&nbsp;v&nbsp;praxi.&nbsp;Po ukončen&iacute; realiz&aacute;cie bud&uacute; vytvoren&eacute; 2 pracovn&eacute; miesta, ktor&eacute; bud&uacute; udržan&eacute; min.5 rokov od ukončenia projektu.</font></p></div>""",603750,VaI/DP/2016/1.2.2-02/D263,ukoncene,01/03/2018 00:00,01/10/2018 00:00,8,Herba Drug Trade s. r. o.,Dopytovo-orientovaný projekt,{SK042A560154},{Smižany},rozvoj hospodárstva,transfer inovácií a technológií,Územie OOCR
1114,Rekonštrukcia a výstavba komunitných centier,Európsky fond regionálneho rozvoja,1094,,Komunitné centrum Smižany,"<div style=margin-left:17.85pt""><div>Projekt je realizovan&yacute; v&nbsp;obci Smižany, ktor&aacute; sa nach&aacute;dza v&nbsp;bezprostrednej bl&iacute;zkosti okresn&eacute;ho mesta Spi&scaron;sk&aacute; Nov&aacute; Ves. V&nbsp;obci žije 8 848 obyvateľov, pričom takmer&nbsp;<b>29% z&nbsp;celkov&eacute;ho počtu tvoria pr&iacute;slu&scaron;n&iacute;ci MRK,</b>&nbsp;ktor&iacute; s&uacute; viacn&aacute;sobne postihnut&yacute;ch prvkami marginaliz&aacute;cie (n&iacute;zky stupeň vzdelania, dlhodob&aacute; nezamestnanosť,&nbsp; r&ocirc;zne formy z&aacute;vislost&iacute;,&nbsp;nevhodn&yacute; životn&yacute; &scaron;t&yacute;l a&nbsp;i.),&nbsp;čo sp&ocirc;sobuje ich&nbsp; absol&uacute;tnu&nbsp;&nbsp; izolovanosť a&nbsp; odk&aacute;zanosť&nbsp; na soci&aacute;lnu pomoc &scaron;t&aacute;tu. Soci&aacute;lne podmienky, v&nbsp;ktor&yacute;ch žij&uacute; pr&iacute;slu&scaron;n&iacute;ci MRK s&uacute; &nbsp;v mnoh&yacute;ch pr&iacute;padoch na hranici chudoby.&nbsp;</div><div>Cieľom projektu je zlep&scaron;iť pr&iacute;stup ľud&iacute; z MRK k soci&aacute;lnej infra&scaron;trukt&uacute;re <b>vybudovan&iacute;m nov&eacute;ho KC s&nbsp;maxim&aacute;lnymi priestorov&yacute;mi n&aacute;rokmi</b>. &Uacute;žitkov&aacute; plocha nov&eacute;ho KC je 250 m2, v r&aacute;mci ktorej s&uacute; priestory pre &scaron;koliacu a&nbsp;klubov&uacute; miestnosť, kuchynku pre praktick&yacute; tr&eacute;ning varenia, dielne pre v&yacute;učbu remeseln&yacute;ch zručnost&iacute;, sklad, stredisko osobnej hygieny&nbsp;a kancel&aacute;rie komunitn&yacute;ch pracovn&iacute;kov. KC bude prev&aacute;dzkovan&eacute; v&nbsp;s&uacute;lade so z&aacute;konom o&nbsp;soci&aacute;lnych služb&aacute;ch a&nbsp;bud&uacute; v ňom poskytovan&eacute; z&aacute;kladn&eacute; obligat&oacute;rn&eacute; a fakultat&iacute;vne služby (soci&aacute;lne poradenstvo, komunitn&aacute; pr&aacute;ca, programy pre deti a&nbsp;ml&aacute;dež, vzdel&aacute;vacie kurzy, služby na podporu zamestnanosti a&nbsp;i.).&nbsp;</div></div>""",324985.73,ZM_SEP-IMRK2-2017-001057,ukoncene,01/02/2020 00:00,01/05/2021 00:00,16,Obec Smižany,Dopytovo-orientovaný projekt,{SK042A560154},{Smižany},rozvoj sociálnych služieb,infraštruktúra komunitných centier,Územie OOCR
1127,Výzva na predkladanie žiadostí o poskytnutie nenávratného finančného príspevku zameraná na podporu inovácií a technologického transferu,Európsky fond regionálneho rozvoja,1107,,Zvýšenie konkurencieschopnosti firmy prostredníctvom zavedenia modernej strojárenskej výroby,"<div><b>Cieľ projektu</b></div><div>Obstaran&iacute;m modernej technol&oacute;gie na v&yacute;robu inovovan&yacute;ch produktov v&nbsp;r&aacute;mci kooperačn&yacute;ch dod&aacute;vok, zabezpečiť konkurencieschopnosť podniku a&nbsp;trvalo udržateľn&eacute;ho rastu.</div><div>&nbsp;</div><div><b>&Scaron;pecifick&eacute; ciele projektu</b></div><div><div>- roz&scaron;&iacute;renie produktov&eacute;ho portf&oacute;lia spoločnosti</div><div>- zv&yacute;&scaron;enie konkurencieschopnosti spoločnosti prostredn&iacute;ctvom v&yacute;roby inovovan&eacute;ho produktu</div><div>- zn&iacute;ženie energetickej n&aacute;ročnosti v&yacute;roby produktu, zv&yacute;&scaron;enie produktivity pr&aacute;ce a rast tržieb</div><div>- vytvorenie nov&yacute;ch pracovn&yacute;ch miest v s&uacute;vislosti so zav&aacute;dzanou technol&oacute;giou a t&yacute;m podpora zamestnanosti v regi&oacute;ne</div><div>&nbsp;</div><div><b>Stav po realiz&aacute;ci&iacute; projektu</b></div><div><div>Implement&aacute;ciou modernej technol&oacute;gie -&nbsp;aktivita Zn&iacute;ženie technologickej medzery SR, spoločnosť bude vyr&aacute;bať 3 inovovan&eacute; produkty (merateľn&yacute; ukazovateľ Počet produktov, ktor&eacute; s&uacute; pre firmu nov&eacute; - 3&nbsp;a Počet podnikov ktor&eacute; dost&aacute;vaj&uacute; podporu - 1),&nbsp;vyvinut&eacute; vo vlastnej r&eacute;ži&iacute; spoločnosti. Modern&aacute; technol&oacute;gia umožn&iacute;&nbsp;kvalitat&iacute;vny, ale aj kvantitat&iacute;vny v&yacute;stup inovovan&yacute;ch produktov&nbsp;spoločnosti. Vysok&aacute; presnosť a automatick&eacute; odmeriavanie dok&aacute;že udržať stabilitu v&yacute;robn&eacute;ho procesu a t&yacute;m aj zn&iacute;ženie n&aacute;kladovosti vyr&aacute;ban&yacute;ch inovovan&yacute;ch produktov v priamej s&uacute;vislosti so zv&yacute;&scaron;en&iacute;m konkurencieschopnosti spoločnosti. Spoločnosť v r&aacute;mci realiz&aacute;cie projektu vytvor&iacute; 1 nov&eacute; pracovn&eacute; miesto - merateľn&yacute;&nbsp;ukazovateľ &quot;N&aacute;rast zamestnanosti v podporovan&yacute;ch&nbsp;podnikoch&quot;.</div></div></div>",820656,VaI/DP/2016/1.2.2-02/C262,ukoncene,01/05/2018 00:00,01/09/2018 00:00,5,"BRIDGE - EU, s.r.o.",Dopytovo-orientovaný projekt,{SK0421543497},{Prakovce},rozvoj hospodárstva,transfer inovácií a technológií,Nárazníková zóna OOCR
1128,Výzva na predkladanie žiadostí o poskytnutie nenávratného finančného príspevku zameraná na podporu inovácií a technologického transferu,Európsky fond regionálneho rozvoja,1108,Katalyzátory,Materiálové zhodnocovanie niektorých odpadov zo spracovania starých vozidiel,"<div><div><div>&Uacute;čelom navrhovan&eacute;ho projektu je zn&iacute;ženie technologickej medzery SR aplikovan&iacute;m inovat&iacute;vnej technol&oacute;gie v&nbsp;spoločnosti KOVOZBER, s.r.o. Inov&aacute;ciu žiadateľ uskutočn&iacute; v r&aacute;mci jednej hlavnej aktivity.<br />Predmetom projektu je k&uacute;pa, spustenie a uvedenie do prev&aacute;dzky inovat&iacute;vnej technol&oacute;gie v oblasti obr&aacute;bania kovov.&nbsp;N&aacute;kup technologickej linky, prostredn&iacute;ctvom ktorej d&ocirc;jde k <b>inov&aacute;cii produktu</b> spoločnosti, predstavuje inov&aacute;ciu <b>vysok&eacute;ho stupňa</b> z&nbsp;d&ocirc;vodu, že p&ocirc;jde o linku na zhodnocovanie odpadov&yacute;ch automobilov&yacute;ch katalyz&aacute;torov metalurgick&yacute;m postupom, ktorej &nbsp;v&yacute;stupom bud&uacute; kovy platinovej skupiny &ndash; platina, pal&aacute;dium a r&oacute;dium &ndash; v metalickej forme, ktor&eacute; v čase predloženia ŽoNFP na slovenskom trhu t&yacute;mto sp&ocirc;sobom nevyr&aacute;ba žiadny in&yacute; subjekt. &nbsp;</div><div>Pomoc tak bude poskytnut&aacute; na počiatočn&uacute; invest&iacute;ciu (diverzifik&aacute;cia v&yacute;roby) prostredn&iacute;ctvom invest&iacute;cie do hmotn&yacute;ch akt&iacute;v spoločnosti, ktorou sa dosiahne inov&aacute;cia produktu. Realiz&aacute;cia projektu prispeje k&nbsp;rastu inovačnej kapacity podniku.<br />Ekologick&yacute; dopad realiz&aacute;cie predstavuje zn&iacute;ženie znečistenia zložiek životn&eacute;ho prostredia v regi&oacute;ne prostredn&iacute;ctvom obstarania inovat&iacute;vnej technol&oacute;gie&nbsp;s environment&aacute;lne vhodn&yacute;m sp&ocirc;sobom nakladania s t&yacute;mto odpadom a&nbsp;najd&ocirc;ležitej&scaron;&iacute;m dopadom realiz&aacute;cie bude zavedenie no&eacute;ho&nbsp;produktu&nbsp;na trh SR, ako v&yacute;stupu z&nbsp;inovat&iacute;vnejho zhodnocovania automobilov&yacute;ch katalyz&aacute;torov.</div></div></div>",989500,VaI/DP/2016/1.2.2-02/C539,ukoncene,01/07/2020 00:00,01/08/2021 00:00,14,"KOVOZBER, s.r.o.",Dopytovo-orientovaný projekt,{SK042A526355},"{Spišská Nová Ves""}""",rozvoj hospodárstva,transfer inovácií a technológií,Územie OOCR
1173,Zlepšenie dostupnosti k infraštruktúre TEN-T a cestám I. triedy s dôrazom na rozvoj multimodálneho dopravného systému,Európsky fond regionálneho rozvoja,1153,KSKII547GLSN,ID - R001 II/547 hranica okresu Košice / Košice - okolie - Spišské Vlachy,"<div><div>Projekt rie&scaron;i stavebn&uacute; &uacute;pravu cesty II/547 v&nbsp;okresoch Gelnica a&nbsp;Spi&scaron;sk&aacute; Nov&aacute; Ves ako v&yacute;znamnej spojnice v&nbsp;Ko&scaron;ickom kraji, ktor&aacute; je jeho hlavnou aktivitou. V&nbsp;r&aacute;mci nej ide o stavebn&uacute; &uacute;pravu cesty, moderniz&aacute;ciu zast&aacute;vok s bezbari&eacute;rovou &uacute;pravou na n&aacute;stupi&scaron;tiach, moderniz&aacute;ciu križovatky v&nbsp;meste Krompachy, stavebn&uacute; &uacute;pravu priepustov, v&yacute;menu a&nbsp;doplnenie zvodidiel, osadenie meteostanice. Cieľom navrhovanej stavebnej &uacute;pravy je zv&yacute;&scaron;enie bezpečnosti a&nbsp;plynulosti cestnej prem&aacute;vky, zv&yacute;&scaron;enie dopravn&eacute;ho komfortu už&iacute;vateľov komunik&aacute;cie a predĺženie životnosti dotknut&yacute;ch stavebn&yacute;ch objektov. Skr&aacute;ti sa doba prem&aacute;vky na cestnej komunik&aacute;cii, minimalizuj&uacute; sa n&aacute;klady na bežn&uacute; &uacute;držbu ciest, zn&iacute;ži sa hladina hluku a&nbsp;emisi&iacute; od vozidiel a zlep&scaron;ia sa podmienky pre cestn&uacute; hromadn&uacute; dopravu v r&aacute;mci syst&eacute;mu verejnej osobnej dopravy. Cieľov&uacute; skupinu predstavuj&uacute; už&iacute;vatelia cestnej dopravnej siete, najm&auml; obyvatelia miest a obc&iacute;, prev&aacute;dzkovatelia a investori v priemyseln&yacute;ch z&oacute;nach a prev&aacute;dzkovatelia verejnej autobusovej dopravy. Merateľn&yacute;m ukazovateľom je celkov&aacute; dĺžka rekon&scaron;truovan&yacute;ch alebo zrenovovan&yacute;ch ciest II. triedy s&nbsp;hodnotou 10,478 km. Projekt celkovo prispeje k vyv&aacute;ženej&scaron;iemu &uacute;zemn&eacute;mu rozvoju a zv&yacute;&scaron;eniu vn&uacute;torn&eacute;ho potenci&aacute;lu kraja pre hospod&aacute;rsky rast.</div></div>",6591559.49,IROP-Z-302011F301-11-11,vrealizacii,01/08/2017 00:00,01/01/2022 00:00,54,Košický samosprávny kraj,RIUS,"{SK0421543187,SK0421543322,SK0421543233,SK0421543501,SK042A543250,SK042A543594,SK042A543268}","{Jaklovce,Margecany,Kluknava,Richnava,Kolinovce,Spišské Vlachy"",Krompachy}""",rozvoj cestnej infraštruktúry,Pan-Európske koridory,Nárazníková zóna OOCR
1225,Výzva na predkladanie žiadostí o poskytnutie nenávratného finančného príspevku zameraná na podporu inovácií a technologického transferu,Európsky fond regionálneho rozvoja,1198,HIN,Inovácie v ťažkom strojárskom priemysle,"<div><p><span style=color:rgb(51, 51, 51); mso-fareast-font-family:&quot;Times New Roman&quot;; mso-fareast-language:SK"">Predmetom projektu je obstaranie inovat&iacute;vnych technol&oacute;gii do v&yacute;roby s&nbsp;cieľom zv&yacute;&scaron;iť konkurencieschopnosť v oblasti stroj&aacute;rstvo a inžinierstvo&nbsp;s&nbsp;invest&iacute;ciou a&nbsp;zaveden&iacute;m inovat&iacute;vnych technol&oacute;gi&iacute;, strojov, pr&iacute;strojov a&nbsp;zariaden&iacute; zameran&yacute;ch najm&auml; na zvy&scaron;ovanie inovačn&eacute;ho potenci&aacute;lu v&nbsp;priemysle, rozvojom ekologickej v&yacute;roby ako nevyhnutnosť na pr&iacute;pravu trvalo udržateľnosti rozvoja v&nbsp;priemysle. </span><span style=""color:rgb(51, 51, 51); mso-fareast-font-family:&quot;Times New Roman&quot;; mso-fareast-language:SK"">Hlavn&yacute;m cieľom projektu je inov&aacute;cia&nbsp; procesu&nbsp; v&yacute;roby v&nbsp;železničnom priemysle s&nbsp; cieľom&nbsp; dosiahnutia&nbsp; čo&nbsp; najlep&scaron;&iacute;ch&nbsp; vlastnost&iacute;&nbsp; pre plnohodnotn&eacute;,&nbsp; bezpečn&eacute;&nbsp; a&nbsp; komfortnej&scaron;ie&nbsp; využ&iacute;vanie.&nbsp;</span><span style=""color:rgb(51, 51, 51); mso-fareast-font-family:&quot;Times New Roman&quot;; mso-fareast-language:SK"">Projekt predstavuje komplex jednotliv&yacute;ch logick&yacute;ch celkov inovat&iacute;vnych technol&oacute;gi&iacute; s&nbsp;cieľom inov&aacute;cie produktov. S&uacute;ladu predkladan&eacute;ho projektu v jednotliv&yacute;ch oblastiach hospod&aacute;rskej &scaron;pecializ&aacute;cie a&nbsp;perspekt&iacute;vnych oblastiach &scaron;pecializ&aacute;cie RIS3 SK, ako aj po jednotliv&yacute;ch rozvojov&yacute;ch tendenci&aacute;ch z&nbsp;oboch oblast&iacute; &scaron;pecializ&aacute;cie, je v&yacute;znamn&yacute;m pozit&iacute;vom projektu kde prispievanie k plneniu cieľov Strat&eacute;gie v&yacute;skumu&nbsp; a&nbsp; inov&aacute;ci&iacute;&nbsp; pre&nbsp; inteligentn&uacute;&nbsp; &scaron;pecializ&aacute;ciu.</span></p></div>""",8513979.73,VaI/DP/2016/1.2.2-02/C547,ukoncene,01/11/2018 00:00,01/02/2020 00:00,16,"Global Industry Solution, s. r. o.",Dopytovo-orientovaný projekt,{SK0421543497},{Prakovce},rozvoj hospodárstva,transfer inovácií a technológií,Nárazníková zóna OOCR
